Area_code,State,Profit,Margin,Sales,COGS,Total_expenses,Marketing,Inventory,Date,Product_Type
360,Washington,35,62,110,48,27,15,617,02-01-2010,Espresso
360,Washington,31,43,81,33,22,10,577,09-01-2011,Espresso
361,Texas,239,247,486,209,86,64,969,04-01-2011,Coffee
361,Texas,106,107,213,83,41,27,623,01-01-2011,Coffee
361,Texas,125,117,211,81,33,22,441,03-01-2011,Espresso
361,Texas,70,101,179,67,54,22,-1239,12-01-2011,Espresso
386,Florida,86,150,249,99,64,32,798,09-01-2010,Coffee
386,Florida,104,116,224,84,51,26,500,01-01-2011,Coffee
386,Florida,32,173,297,124,141,112,717,07-01-2010,Espresso
386,Florida,86,112,208,83,54,27,575,12-01-2011,Espresso
386,Florida,10,29,51,22,19,7,573,10-01-2010,Herbal Tea
386,Florida,38,62,105,43,24,12,864,06-01-2010,Tea
386,Florida,41,65,110,45,24,12,885,07-01-2010,Tea
405,Oklahoma,33,60,106,46,27,15,608,04-01-2010,Coffee
405,Oklahoma,53,87,155,68,34,22,587,08-01-2010,Coffee
405,Oklahoma,66,104,185,81,38,26,551,12-01-2010,Coffee
405,Oklahoma,43,56,107,44,27,14,618,02-01-2011,Coffee
405,Oklahoma,43,55,104,43,26,14,613,03-01-2011,Coffee
405,Oklahoma,40,56,98,43,25,14,597,06-01-2011,Coffee
405,Oklahoma,29,48,80,32,19,8,817,02-01-2010,Coffee
405,Oklahoma,27,47,79,32,20,8,813,03-01-2010,Coffee
405,Oklahoma,25,45,75,30,20,8,820,04-01-2010,Coffee
405,Oklahoma,22,42,71,29,20,8,835,05-01-2010,Coffee
405,Oklahoma,19,36,60,24,17,6,856,06-01-2010,Coffee
405,Oklahoma,16,34,57,23,18,6,868,07-01-2010,Coffee
405,Oklahoma,16,33,55,22,17,6,865,08-01-2010,Coffee
405,Oklahoma,40,47,84,32,20,8,813,03-01-2011,Coffee
405,Oklahoma,31,39,70,27,18,7,859,10-01-2011,Coffee
405,Oklahoma,28,48,80,32,20,8,456,01-01-2010,Espresso
405,Oklahoma,13,29,49,20,16,5,464,05-01-2010,Espresso
405,Oklahoma,15,32,53,21,17,5,480,10-01-2010,Espresso
405,Oklahoma,24,32,56,21,16,5,454,04-01-2011,Espresso
405,Oklahoma,67,126,210,84,59,27,651,01-01-2010,Espresso
405,Oklahoma,63,120,200,80,57,26,640,02-01-2010,Espresso
405,Oklahoma,79,141,235,94,62,31,697,05-01-2010,Espresso
405,Oklahoma,103,172,286,114,69,37,810,08-01-2010,Espresso
405,Oklahoma,65,123,205,82,58,27,788,10-01-2010,Espresso
405,Oklahoma,72,133,221,88,61,29,817,12-01-2010,Espresso
405,Oklahoma,104,126,235,84,62,27,651,01-01-2011,Espresso
405,Oklahoma,93,120,213,80,57,26,640,02-01-2011,Espresso
405,Oklahoma,110,134,237,88,60,29,653,04-01-2011,Espresso
405,Oklahoma,142,172,283,114,64,37,822,07-01-2011,Espresso
405,Oklahoma,129,150,265,99,63,32,798,09-01-2011,Espresso
405,Oklahoma,96,123,218,82,58,27,788,10-01-2011,Espresso
405,Oklahoma,19,74,133,59,55,22,403,07-01-2010,Herbal Tea
405,Oklahoma,16,70,126,56,54,21,385,10-01-2010,Herbal Tea
405,Oklahoma,22,80,145,65,58,24,403,12-01-2010,Herbal Tea
405,Oklahoma,23,72,129,58,51,22,338,05-01-2011,Herbal Tea
405,Oklahoma,33,80,155,65,58,24,403,12-01-2011,Herbal Tea
405,Oklahoma,15,128,220,92,113,83,541,02-01-2010,Herbal Tea
405,Oklahoma,17,132,227,95,115,86,532,03-01-2010,Herbal Tea
405,Oklahoma,16,132,227,95,116,86,554,04-01-2010,Herbal Tea
405,Oklahoma,32,173,297,124,141,112,717,07-01-2010,Herbal Tea
405,Oklahoma,17,134,230,96,117,87,683,10-01-2010,Herbal Tea
405,Oklahoma,16,111,213,79,106,72,551,01-01-2011,Herbal Tea
405,Oklahoma,22,128,234,92,113,83,541,02-01-2011,Herbal Tea
405,Oklahoma,44,173,294,124,131,112,717,07-01-2011,Herbal Tea
405,Oklahoma,47,184,314,133,140,120,705,08-01-2011,Herbal Tea
405,Oklahoma,24,130,238,93,114,84,692,09-01-2011,Herbal Tea
405,Oklahoma,22,130,239,94,115,85,694,11-01-2011,Herbal Tea
405,Oklahoma,66,116,200,84,50,26,500,01-01-2010,Espresso
405,Oklahoma,70,120,206,86,50,26,300,02-01-2010,Espresso
405,Oklahoma,74,125,214,89,51,27,94,03-01-2010,Espresso
405,Oklahoma,76,127,218,91,51,28,-1785,10-01-2010,Espresso
405,Oklahoma,103,116,224,84,52,26,500,01-01-2011,Espresso
405,Oklahoma,110,125,228,89,51,27,94,03-01-2011,Espresso
405,Oklahoma,145,164,279,118,55,36,-660,06-01-2011,Espresso
405,Oklahoma,177,195,333,141,62,43,-942,07-01-2011,Espresso
405,Oklahoma,113,127,232,91,51,28,-1785,10-01-2011,Espresso
405,Oklahoma,132,143,261,102,54,31,-2003,11-01-2011,Espresso
407,Florida,64,123,205,82,59,27,788,10-01-2010,Coffee
407,Florida,108,133,236,88,60,29,817,12-01-2011,Coffee
407,Florida,58,85,144,59,27,16,842,06-01-2010,Tea
407,Florida,51,103,180,77,52,25,423,02-01-2010,Espresso
407,Florida,58,112,195,83,54,27,575,12-01-2010,Espresso
407,Florida,13,67,121,54,54,20,391,11-01-2010,Herbal Tea
407,Florida,53,99,182,83,46,25,1063,09-01-2010,Herbal Tea
407,Florida,74,96,188,80,46,24,1079,12-01-2011,Herbal Tea
408,California,-180,-27,135,154,94,50,1288,03-01-2011,Coffee
408,California,62,225,384,162,167,147,943,07-01-2011,Espresso
408,California,106,145,245,100,39,28,822,04-01-2010,Herbal Tea
408,California,150,139,249,95,38,26,799,03-01-2011,Herbal Tea
408,California,67,107,190,83,40,27,574,06-01-2010,Herbal Tea
408,California,101,107,202,83,39,27,613,02-01-2011,Herbal Tea
408,California,79,79,142,54,26,15,601,12-01-2011,Tea
409,Texas,159,245,452,207,86,64,965,01-01-2010,Coffee
409,Texas,279,284,559,241,96,74,1321,12-01-2011,Coffee
409,Texas,127,172,290,118,45,33,930,11-01-2010,Espresso
409,Texas,157,144,259,99,38,27,766,02-01-2011,Espresso
409,Texas,135,126,227,87,35,24,756,03-01-2011,Espresso
409,Texas,84,80,150,54,27,15,456,01-01-2011,Espresso
409,Texas,137,136,228,94,34,26,562,06-01-2011,Espresso
409,Texas,20,55,93,38,35,12,414,06-01-2010,Herbal Tea
409,Texas,28,64,107,43,36,13,419,10-01-2010,Herbal Tea
409,Texas,61,96,159,64,48,21,-161,05-01-2011,Espresso
413,Massachusetts,367,422,494,72,55,23,558,01-01-2010,Coffee
413,Massachusetts,465,516,576,60,51,19,-2572,09-01-2010,Coffee
413,Massachusetts,572,422,553,72,58,23,558,01-01-2011,Coffee
413,Massachusetts,12,29,49,20,17,5,464,05-01-2010,Tea
413,Massachusetts,10,26,44,18,16,5,478,06-01-2010,Tea
413,Massachusetts,15,32,53,21,17,5,480,10-01-2010,Tea
413,Massachusetts,-16,61,114,53,77,48,491,05-01-2010,Espresso
413,Massachusetts,-22,61,113,53,72,48,491,05-01-2011,Espresso
413,Massachusetts,10,72,110,39,60,36,560,07-01-2011,Espresso
413,Massachusetts,17,65,117,53,49,20,361,05-01-2011,Herbal Tea
413,Massachusetts,16,34,57,23,18,6,868,07-01-2010,Tea
413,Massachusetts,42,47,84,32,19,8,813,03-01-2011,Tea
413,Massachusetts,22,34,56,23,17,6,868,07-01-2011,Tea
413,Massachusetts,82,146,291,145,64,40,1292,08-01-2010,Espresso
413,Massachusetts,115,149,295,149,61,41,1245,06-01-2011,Espresso
414,Wisconsin,23,82,149,67,59,25,391,09-01-2010,Coffee
414,Wisconsin,23,72,129,58,51,22,338,05-01-2011,Coffee
414,Wisconsin,29,77,139,63,52,23,397,08-01-2011,Coffee
414,Wisconsin,22,70,134,56,55,21,385,10-01-2011,Coffee
414,Wisconsin,16,130,223,93,114,84,692,09-01-2010,Coffee
414,Wisconsin,27,134,245,96,116,87,683,10-01-2011,Coffee
414,Wisconsin,51,103,180,77,52,25,432,01-01-2010,Coffee
414,Wisconsin,50,103,180,77,53,25,423,02-01-2010,Coffee
414,Wisconsin,55,108,188,80,53,26,415,03-01-2010,Coffee
414,Wisconsin,58,112,195,83,54,27,433,04-01-2010,Coffee
414,Wisconsin,73,132,231,99,59,32,565,08-01-2010,Coffee
414,Wisconsin,79,103,201,77,55,25,432,01-01-2011,Coffee
414,Wisconsin,86,114,212,85,56,28,555,09-01-2011,Coffee
414,Wisconsin,85,112,208,83,55,27,575,12-01-2011,Coffee
414,Wisconsin,38,81,150,69,43,21,965,01-01-2010,Espresso
414,Wisconsin,42,84,154,70,42,21,957,02-01-2010,Espresso
414,Wisconsin,53,99,182,83,46,25,1063,09-01-2010,Espresso
414,Wisconsin,61,84,165,71,43,22,950,03-01-2011,Espresso
414,Wisconsin,47,62,109,48,26,15,593,06-01-2011,Espresso
414,Wisconsin,57,99,159,60,42,18,329,10-01-2010,Herbal Tea
414,Wisconsin,68,84,142,49,38,15,342,04-01-2011,Herbal Tea
414,Wisconsin,55,78,124,47,35,14,371,06-01-2011,Herbal Tea
414,Wisconsin,57,79,125,47,35,14,366,08-01-2011,Herbal Tea
414,Wisconsin,74,75,134,51,25,14,857,09-01-2011,Herbal Tea
414,Wisconsin,38,77,129,52,39,16,376,03-01-2010,Tea
414,Wisconsin,3,90,155,65,87,58,513,02-01-2010,Tea
414,Wisconsin,1,87,150,63,86,57,521,04-01-2010,Tea
414,Wisconsin,-3,75,127,53,72,48,597,06-01-2011,Tea
415,California,245,387,645,258,142,90,2067,02-01-2010,Coffee
415,California,-142,-31,169,200,111,66,2393,06-01-2010,Coffee
415,California,54,108,180,72,54,23,541,03-01-2010,Tea
415,California,48,102,170,68,54,22,559,04-01-2010,Tea
415,California,30,79,131,52,49,17,668,07-01-2010,Tea
415,California,39,173,318,125,147,113,729,04-01-2011,Espresso
415,California,326,335,626,252,115,83,1316,04-01-2011,Espresso
415,California,334,341,637,257,116,84,1662,10-01-2011,Espresso
415,California,157,145,261,100,39,28,822,04-01-2011,Herbal Tea
415,California,188,284,525,241,96,74,1321,12-01-2010,Herbal Tea
415,California,240,247,486,209,85,64,969,04-01-2011,Herbal Tea
415,California,265,288,527,244,89,75,1213,06-01-2011,Herbal Tea
415,California,91,126,213,87,35,24,756,03-01-2010,Tea
415,California,98,136,230,94,38,26,562,06-01-2010,Tea
415,California,165,261,521,260,96,72,1559,05-01-2010,Espresso
415,California,220,239,509,239,91,66,1464,04-01-2011,Espresso
417,Missouri,27,88,160,72,61,27,606,08-01-2010,Coffee
417,Missouri,33,60,109,50,33,15,1064,08-01-2011,Coffee
417,Missouri,56,81,160,69,43,21,1060,11-01-2011,Coffee
417,Missouri,-4,42,76,34,46,12,197,01-01-2010,Tea
417,Missouri,1,48,86,38,47,14,248,08-01-2010,Tea
417,Missouri,0,46,81,36,43,13,252,07-01-2011,Tea
417,Missouri,28,48,80,32,20,8,841,08-01-2010,Espresso
417,Missouri,27,47,79,32,20,8,837,09-01-2010,Espresso
417,Missouri,42,47,84,32,19,8,833,10-01-2011,Espresso
417,Missouri,-8,61,104,43,69,39,282,05-01-2010,Herbal Tea
417,Missouri,-5,69,118,49,74,44,335,12-01-2010,Herbal Tea
417,Missouri,-9,63,114,44,69,40,251,03-01-2011,Herbal Tea
417,Missouri,-9,63,114,44,69,40,261,04-01-2011,Herbal Tea
417,Missouri,-32,18,102,84,50,26,625,02-01-2010,Herbal Tea
417,Missouri,-12,49,169,120,61,37,1334,07-01-2010,Herbal Tea
417,Missouri,-39,23,116,86,49,26,1698,10-01-2011,Herbal Tea
417,Missouri,24,68,171,92,52,28,1898,12-01-2011,Herbal Tea
417,Missouri,11,49,85,36,38,11,187,03-01-2010,Tea
417,Missouri,9,47,82,35,38,11,248,11-01-2010,Tea
417,Missouri,13,47,87,35,38,11,191,02-01-2011,Tea
417,Missouri,16,51,94,37,40,12,195,04-01-2011,Tea
417,Missouri,19,53,91,39,36,12,212,05-01-2011,Tea
417,Missouri,-3,42,75,33,45,12,162,03-01-2010,Tea
417,Missouri,-11,31,56,25,42,9,209,10-01-2010,Tea
417,Missouri,-13,36,69,29,45,11,169,04-01-2011,Tea
417,Missouri,-6,42,75,34,43,12,182,05-01-2011,Tea
419,Ohio,26,62,107,46,40,15,415,08-01-2011,Coffee
419,Ohio,29,64,107,43,35,13,424,09-01-2010,Coffee
419,Ohio,-6,65,112,47,71,42,521,12-01-2010,Coffee
419,Ohio,83,149,298,149,66,41,1245,06-01-2010,Espresso
419,Ohio,13,67,121,54,54,20,337,04-01-2010,Espresso
419,Ohio,12,64,115,51,52,19,396,06-01-2010,Espresso
419,Ohio,16,69,124,55,53,20,410,11-01-2010,Espresso
419,Ohio,19,67,129,54,54,20,337,04-01-2011,Espresso
419,Ohio,9,57,109,45,51,17,409,09-01-2011,Espresso
419,Ohio,18,66,128,54,54,20,404,10-01-2011,Espresso
419,Ohio,9,57,110,46,51,17,422,12-01-2011,Espresso
419,Ohio,12,29,49,20,17,5,464,05-01-2010,Herbal Tea
419,Ohio,25,34,60,22,17,6,452,02-01-2011,Herbal Tea
419,Ohio,23,43,72,29,20,8,862,09-01-2010,Herbal Tea
419,Ohio,45,52,94,36,22,10,862,11-01-2011,Herbal Tea
419,Ohio,96,123,218,82,58,27,788,10-01-2011,Tea
419,Ohio,89,143,245,102,54,31,666,11-01-2010,Tea
419,Ohio,110,125,228,89,51,27,481,03-01-2011,Tea
419,Ohio,177,195,333,141,62,43,692,07-01-2011,Tea
419,Ohio,142,161,275,116,54,35,678,08-01-2011,Tea
419,Ohio,113,127,232,91,51,28,656,10-01-2011,Tea
425,Washington,66,114,193,79,48,25,425,06-01-2010,Coffee
425,Washington,75,125,211,86,50,27,463,07-01-2010,Coffee
425,Washington,50,93,156,63,43,20,446,11-01-2010,Coffee
425,Washington,105,125,209,86,46,27,454,08-01-2011,Coffee
425,Washington,83,99,178,68,43,21,445,09-01-2011,Coffee
425,Washington,17,134,230,96,117,87,683,10-01-2010,Coffee
425,Washington,2,90,154,64,88,58,551,05-01-2010,Tea
425,Washington,2,87,149,62,85,56,612,09-01-2010,Tea
425,Washington,12,105,201,75,102,68,522,01-01-2011,Tea
425,Washington,4,90,165,65,87,58,513,02-01-2011,Tea
425,Washington,18,74,133,59,56,22,377,06-01-2010,Espresso
425,Washington,20,77,140,63,57,23,397,08-01-2010,Espresso
425,Washington,13,67,121,54,54,20,391,11-01-2010,Espresso
425,Washington,24,70,134,56,54,21,385,10-01-2011,Espresso
425,Washington,40,84,155,71,44,22,950,03-01-2010,Espresso
425,Washington,61,81,168,69,44,21,965,01-01-2011,Espresso
425,Washington,61,84,164,70,43,21,957,02-01-2011,Espresso
425,Washington,68,96,175,81,44,25,1046,06-01-2011,Espresso
425,Washington,98,123,224,103,48,31,1073,08-01-2011,Espresso
425,Washington,67,89,175,75,44,23,1063,11-01-2011,Espresso
425,Washington,75,135,225,90,60,29,1148,07-01-2010,Herbal Tea
425,Washington,104,135,223,90,56,29,1148,07-01-2011,Herbal Tea
425,Washington,47,71,119,48,24,13,829,10-01-2010,Herbal Tea
425,Washington,46,71,120,49,25,13,845,12-01-2010,Herbal Tea
425,Washington,51,59,98,40,20,11,843,07-01-2011,Herbal Tea
425,Washington,70,71,127,48,24,13,834,09-01-2011,Herbal Tea
425,Washington,68,71,128,49,25,13,845,12-01-2011,Herbal Tea
425,Washington,54,94,151,57,40,17,349,09-01-2010,Tea
425,Washington,49,88,141,53,39,16,321,11-01-2010,Tea
425,Washington,92,105,178,62,43,19,346,03-01-2011,Tea
425,Washington,61,82,129,48,35,14,351,05-01-2011,Tea
425,Washington,58,79,125,47,34,14,366,08-01-2011,Tea
425,Washington,85,99,169,60,42,18,329,10-01-2011,Tea
425,Washington,61,81,146,56,40,17,382,02-01-2011,Tea
425,Washington,37,65,109,45,35,14,410,05-01-2011,Tea
425,Washington,35,62,110,48,27,15,623,01-01-2010,Espresso
425,Washington,52,63,119,49,28,16,611,03-01-2011,Espresso
425,Washington,47,58,110,45,26,14,605,04-01-2011,Espresso
425,Washington,23,39,68,30,20,9,581,08-01-2011,Espresso
425,Washington,16,30,55,22,19,7,570,11-01-2011,Espresso
430,Texas,183,277,512,235,94,72,1060,05-01-2010,Coffee
430,Texas,206,307,567,260,101,80,1319,07-01-2010,Coffee
430,Texas,243,252,496,213,88,66,942,02-01-2011,Coffee
430,Texas,101,107,202,83,39,27,613,02-01-2011,Coffee
430,Texas,94,107,188,83,36,27,574,06-01-2011,Coffee
430,Texas,88,124,210,86,36,24,499,05-01-2010,Espresso
430,Texas,77,79,142,54,27,15,601,12-01-2011,Espresso
430,Texas,19,62,108,46,43,15,415,08-01-2010,Herbal Tea
430,Texas,42,64,114,43,36,13,419,10-01-2011,Herbal Tea
430,Texas,36,60,108,41,36,13,435,12-01-2011,Herbal Tea
430,Texas,30,79,131,52,49,17,-587,08-01-2010,Espresso
432,Texas,275,281,554,239,96,74,1246,10-01-2011,Coffee
432,Texas,258,265,522,225,91,69,1272,11-01-2011,Coffee
432,Texas,68,107,190,83,39,27,613,02-01-2010,Coffee
432,Texas,166,163,274,113,40,31,897,06-01-2011,Espresso
432,Texas,116,111,199,76,33,21,580,10-01-2011,Espresso
432,Texas,38,76,128,52,38,16,357,02-01-2010,Herbal Tea
435,Utah,46,90,165,75,44,23,956,02-01-2010,Coffee
435,Utah,45,89,163,74,44,22,949,03-01-2010,Coffee
435,Utah,47,91,167,76,44,23,965,04-01-2010,Coffee
435,Utah,38,80,148,68,42,21,998,05-01-2010,Coffee
435,Utah,36,77,142,65,41,20,1042,06-01-2010,Coffee
435,Utah,32,72,132,60,40,18,1070,07-01-2010,Coffee
435,Utah,36,77,142,65,41,20,1053,10-01-2010,Coffee
435,Utah,36,76,139,63,40,19,1075,12-01-2010,Coffee
435,Utah,67,89,174,74,44,22,949,03-01-2011,Coffee
435,Utah,52,80,147,68,39,21,998,05-01-2011,Coffee
435,Utah,50,77,141,65,38,20,1042,06-01-2011,Coffee
435,Utah,33,60,109,50,33,15,1064,08-01-2011,Coffee
435,Utah,49,74,145,62,41,19,1059,09-01-2011,Coffee
435,Utah,53,77,151,65,41,20,1053,10-01-2011,Coffee
435,Utah,58,81,160,69,42,21,1060,11-01-2011,Coffee
435,Utah,53,76,148,63,40,19,1075,12-01-2011,Coffee
435,Utah,30,75,130,55,45,18,312,01-01-2010,Coffee
435,Utah,30,75,130,55,45,18,305,02-01-2010,Coffee
435,Utah,25,68,119,51,43,16,311,04-01-2010,Coffee
435,Utah,22,65,113,48,43,15,334,05-01-2010,Coffee
435,Utah,15,56,98,42,41,13,384,08-01-2010,Coffee
435,Utah,22,65,113,48,43,15,380,09-01-2010,Coffee
435,Utah,22,64,111,47,42,15,375,10-01-2010,Coffee
435,Utah,27,71,124,53,44,17,380,11-01-2010,Coffee
435,Utah,47,75,145,55,47,18,312,01-01-2011,Coffee
435,Utah,45,75,139,55,45,18,305,02-01-2011,Coffee
435,Utah,37,68,127,51,43,16,311,04-01-2011,Coffee
435,Utah,30,65,112,48,40,15,334,05-01-2011,Coffee
435,Utah,26,62,107,46,40,15,367,06-01-2011,Coffee
435,Utah,22,57,99,43,38,14,388,07-01-2011,Coffee
435,Utah,21,56,97,42,38,13,384,08-01-2011,Coffee
435,Utah,33,64,118,47,42,15,375,10-01-2011,Coffee
435,Utah,40,71,132,53,44,17,380,11-01-2011,Coffee
435,Utah,31,65,121,49,44,16,392,12-01-2011,Coffee
435,Utah,41,107,193,86,66,32,484,02-01-2010,Coffee
435,Utah,38,104,189,85,66,32,476,03-01-2010,Coffee
435,Utah,34,98,178,80,64,30,494,04-01-2010,Coffee
435,Utah,34,96,173,77,62,29,529,05-01-2010,Coffee
435,Utah,32,93,169,76,61,28,580,06-01-2010,Coffee
435,Utah,31,93,169,76,62,28,613,07-01-2010,Coffee
435,Utah,27,88,160,72,61,27,606,08-01-2010,Coffee
435,Utah,34,98,177,79,64,30,593,10-01-2010,Coffee
435,Utah,26,85,153,68,59,25,619,12-01-2010,Coffee
435,Utah,61,107,206,86,66,32,484,02-01-2011,Coffee
435,Utah,56,104,201,85,66,32,476,03-01-2011,Coffee
435,Utah,47,96,171,77,58,29,529,05-01-2011,Coffee
435,Utah,44,93,167,76,57,28,580,06-01-2011,Coffee
435,Utah,43,93,167,76,58,28,613,07-01-2011,Coffee
435,Utah,36,83,160,67,59,25,599,09-01-2011,Coffee
435,Utah,50,98,189,79,64,30,593,10-01-2011,Coffee
435,Utah,56,102,196,82,64,31,601,11-01-2011,Coffee
435,Utah,-9,36,65,29,45,11,169,01-01-2010,Tea
435,Utah,-6,38,68,30,44,11,165,02-01-2010,Tea
435,Utah,-4,42,75,33,46,12,162,03-01-2010,Tea
435,Utah,-8,36,65,29,44,11,169,04-01-2010,Tea
435,Utah,-3,43,78,35,46,13,204,06-01-2010,Tea
435,Utah,1,49,89,40,48,15,219,07-01-2010,Tea
435,Utah,-9,36,65,29,45,11,215,08-01-2010,Tea
435,Utah,-13,30,54,24,43,9,212,09-01-2010,Tea
435,Utah,-12,31,56,25,43,9,209,10-01-2010,Tea
435,Utah,-15,25,45,20,40,7,218,12-01-2010,Tea
435,Utah,-14,36,73,29,47,11,169,01-01-2011,Tea
435,Utah,-9,38,72,30,44,11,165,02-01-2011,Tea
435,Utah,-6,42,80,33,46,12,162,03-01-2011,Tea
435,Utah,-4,43,77,35,43,13,204,06-01-2011,Tea
435,Utah,1,49,88,40,45,15,219,07-01-2011,Tea
435,Utah,-12,36,64,29,42,11,215,08-01-2011,Tea
435,Utah,-19,30,58,24,43,9,212,09-01-2011,Tea
435,Utah,-18,31,60,25,43,9,209,10-01-2011,Tea
435,Utah,-4,42,81,34,45,12,211,11-01-2011,Tea
435,Utah,-22,25,48,20,40,7,218,12-01-2011,Tea
435,Utah,34,63,112,49,29,16,623,01-01-2010,Espresso
435,Utah,36,63,111,48,27,15,599,05-01-2010,Espresso
435,Utah,35,63,111,48,28,15,593,06-01-2010,Espresso
435,Utah,56,90,159,69,34,22,572,09-01-2010,Espresso
435,Utah,85,130,231,101,45,33,552,11-01-2010,Espresso
435,Utah,77,120,214,94,43,31,540,12-01-2010,Espresso
435,Utah,53,63,125,49,30,16,623,01-01-2011,Espresso
435,Utah,52,63,119,49,28,16,617,02-01-2011,Espresso
435,Utah,55,67,127,52,30,17,605,04-01-2011,Espresso
435,Utah,50,63,110,48,25,15,599,05-01-2011,Espresso
435,Utah,44,60,105,46,26,15,587,07-01-2011,Espresso
435,Utah,86,99,174,77,34,25,581,08-01-2011,Espresso
435,Utah,129,133,251,103,46,33,564,10-01-2011,Espresso
435,Utah,114,120,228,94,43,31,540,12-01-2011,Espresso
435,Utah,47,73,123,50,26,14,821,01-01-2010,Espresso
435,Utah,48,73,123,50,25,14,814,02-01-2010,Espresso
435,Utah,47,72,121,49,25,13,809,03-01-2010,Espresso
435,Utah,43,68,115,47,25,13,821,04-01-2010,Espresso
435,Utah,42,65,109,44,23,12,844,05-01-2010,Espresso
435,Utah,34,55,92,37,21,10,876,06-01-2010,Espresso
435,Utah,28,49,83,34,21,9,890,08-01-2010,Espresso
435,Utah,40,64,108,44,24,12,886,09-01-2010,Espresso
435,Utah,37,59,99,40,22,11,881,10-01-2010,Espresso
435,Utah,52,78,132,54,26,15,885,11-01-2010,Espresso
435,Utah,47,73,123,50,26,14,898,12-01-2010,Espresso
435,Utah,73,73,138,50,27,14,821,01-01-2011,Espresso
435,Utah,71,73,131,50,25,14,814,02-01-2011,Espresso
435,Utah,70,72,129,49,25,13,809,03-01-2011,Espresso
435,Utah,64,68,123,47,25,13,821,04-01-2011,Espresso
435,Utah,58,65,108,44,21,12,844,05-01-2011,Espresso
435,Utah,47,55,91,37,20,10,876,06-01-2011,Espresso
435,Utah,43,52,86,35,20,9,894,07-01-2011,Espresso
435,Utah,39,49,82,34,20,9,890,08-01-2011,Espresso
435,Utah,59,64,115,44,24,12,886,09-01-2011,Espresso
435,Utah,55,59,106,40,22,11,881,10-01-2011,Espresso
435,Utah,77,78,141,54,26,15,885,11-01-2011,Espresso
435,Utah,70,73,131,50,26,14,898,12-01-2011,Espresso
435,Utah,24,60,101,41,36,13,236,02-01-2010,Herbal Tea
435,Utah,28,64,107,43,36,13,231,03-01-2010,Herbal Tea
435,Utah,34,72,121,49,38,15,241,04-01-2010,Herbal Tea
435,Utah,34,74,125,51,40,16,265,05-01-2010,Herbal Tea
435,Utah,42,82,138,56,40,17,302,06-01-2010,Herbal Tea
435,Utah,48,90,151,61,42,19,329,07-01-2010,Herbal Tea
435,Utah,34,71,120,49,37,15,315,09-01-2010,Herbal Tea
435,Utah,36,75,127,52,39,16,327,12-01-2010,Herbal Tea
435,Utah,33,55,104,38,36,12,241,01-01-2011,Herbal Tea
435,Utah,36,60,108,41,36,13,236,02-01-2011,Herbal Tea
435,Utah,42,64,114,43,36,13,231,03-01-2011,Herbal Tea
435,Utah,47,74,124,51,37,16,265,05-01-2011,Herbal Tea
435,Utah,58,82,137,56,37,17,302,06-01-2011,Herbal Tea
435,Utah,66,90,150,61,39,19,329,07-01-2011,Herbal Tea
435,Utah,68,90,150,61,38,19,322,08-01-2011,Herbal Tea
435,Utah,45,67,120,46,37,14,316,11-01-2011,Herbal Tea
435,Utah,53,75,135,52,39,16,327,12-01-2011,Herbal Tea
435,Utah,25,72,120,48,47,15,372,01-01-2010,Herbal Tea
435,Utah,24,69,114,45,45,14,366,02-01-2010,Herbal Tea
435,Utah,26,72,119,47,46,15,361,03-01-2010,Herbal Tea
435,Utah,28,75,125,50,47,16,372,04-01-2010,Herbal Tea
435,Utah,32,80,132,52,48,17,397,05-01-2010,Herbal Tea
435,Utah,42,94,156,62,52,20,436,06-01-2010,Herbal Tea
435,Utah,44,96,160,64,52,21,467,07-01-2010,Herbal Tea
435,Utah,44,96,160,64,52,21,460,08-01-2010,Herbal Tea
435,Utah,34,84,139,55,50,18,453,09-01-2010,Herbal Tea
435,Utah,23,69,114,45,46,14,447,10-01-2010,Herbal Tea
435,Utah,20,66,109,43,46,14,452,11-01-2010,Herbal Tea
435,Utah,39,72,134,48,49,15,372,01-01-2011,Herbal Tea
435,Utah,36,69,121,45,45,14,366,02-01-2011,Herbal Tea
435,Utah,39,72,127,47,46,15,361,03-01-2011,Herbal Tea
435,Utah,42,75,133,50,47,16,372,04-01-2011,Herbal Tea
435,Utah,44,80,131,52,45,17,397,05-01-2011,Herbal Tea
435,Utah,61,96,159,64,48,21,467,07-01-2011,Herbal Tea
435,Utah,61,96,159,64,48,21,460,08-01-2011,Herbal Tea
435,Utah,50,84,148,55,50,18,453,09-01-2011,Herbal Tea
435,Utah,34,69,121,45,46,14,447,10-01-2011,Herbal Tea
435,Utah,30,66,116,43,46,14,452,11-01-2011,Herbal Tea
435,Utah,42,74,130,48,46,15,462,12-01-2011,Herbal Tea
435,Utah,-40,11,99,88,51,27,525,01-01-2010,Herbal Tea
435,Utah,-31,18,102,84,49,26,625,02-01-2010,Herbal Tea
435,Utah,-11,40,133,93,51,28,840,04-01-2010,Herbal Tea
435,Utah,-15,38,136,98,53,30,973,05-01-2010,Herbal Tea
435,Utah,-33,25,141,116,58,35,1142,06-01-2010,Herbal Tea
435,Utah,-27,23,109,86,50,26,1698,10-01-2010,Herbal Tea
435,Utah,17,68,160,92,51,28,1898,12-01-2010,Herbal Tea
435,Utah,-62,11,111,88,54,27,525,01-01-2011,Herbal Tea
435,Utah,-46,18,109,84,49,26,625,02-01-2011,Herbal Tea
435,Utah,-16,40,142,93,51,28,840,04-01-2011,Herbal Tea
